Date,Institution,Ticker,Net Tangible Assets,Shareholders Funds,Return on shareholder funds,EBITDA,Return on Total Assets,Liquidity ratio, Shareholders liquidity ratio,Solvency ratio ,Total asset,Year
31/12/2010,MONKS INVESTMENT TRUST,MNKS.L,1037975000,958336000,31.85,-16918000,27.87,0.72,12.03,87.52,1095041000,2010
31/12/2009,MONKS INVESTMENT TRUST,MNKS.L,761128000,680756000,-48.66,-365979000,-42.85,9.11,8.47,88.06,773023000,2009
31/12/2008,MONKS INVESTMENT TRUST,MNKS.L,1111318000,1030852000,13.03,-14205000,12.03,21.06,12.81,92.34,1116315000,2008
31/12/2007,MONKS INVESTMENT TRUST,MNKS.L,1112379000,963437000,5.55,-5638000,4.79,31.03,6.47,86.34,1115800000,2007
31/12/2006,MONKS INVESTMENT TRUST,MNKS.L,1094620000,935198000,31.9,-18875000,26.5,1.33,5.87,83.08,1125611000,2006
31/12/2005,MONKS INVESTMENT TRUST,MNKS.L,728571000,649152000,7.23,-11121000,6.36,6.02,8.17,87.85,738904000,2005
31/12/2004,MONKS INVESTMENT TRUST,MNKS.L,692159000,612773000,20.13,-11450000,17.7,3.37,7.72,87.95,696759000,2004
31/12/2023,RIT CAPITAL PARTNERS,RCP.L,3717100000,3573300000,-0.08,4300000,-0.07,1.84,24.85,91.57,3902100000,2023
31/12/2022,RIT CAPITAL PARTNERS,RCP.L,3861300000,3721700000,-0.38,-8900000,-0.34,1.69,26.66,89.22,4171500000,2022
31/12/2021,RIT CAPITAL PARTNERS,RCP.L,4568000000,4390300000,-0.39,-12800000,-0.34,1.5,24.71,88.07,4985000000,2021
31/12/2020,RIT CAPITAL PARTNERS,RCP.L,3782200000,3590400000,-0.03,2500000,-0.03,1.75,18.72,88.77,4044500000,2020
31/12/2019,RIT CAPITAL PARTNERS,RCP.L,3321800000,3145600000,0.4,17200000,0.37,2.54,17.85,91.62,3433300000,2019
31/12/2018,RIT CAPITAL PARTNERS,RCP.L,2988900000,2830200000,-0.06,2000000,-0.05,1.29,17.83,84.09,3365600000,2018
31/12/2017,RIT CAPITAL PARTNERS,RCP.L,3026900000,2858300000,-0.2,7700000,-0.17,0.87,16.95,84.91,3366300000,2017
31/12/2016,RIT CAPITAL PARTNERS,RCP.L,2857500000,2692100000,-0.17,9100000,-0.14,0.69,16.28,80.15,3358700000,2016
31/12/2015,RIT CAPITAL PARTNERS,RCP.L,2586400000,2441300000,-0.33,3100000,-0.26,0.48,16.82,80.21,3043500000,2015
31/12/2014,RIT CAPITAL PARTNERS,RCP.L,2306400000,2299600000,-0.3,2900000,-0.24,0.31,338.18,80.01,2874300000,2014
31/12/2013,RIT CAPITAL PARTNERS,RCP.L,2148900000,2146000000,-0.39,-4200000,-0.35,0.91,740,90.95,2359500000,2013
31/12/2012,RIT CAPITAL PARTNERS,RCP.L,1855000000,1847200000,-1.34,-13700000,-1.21,1.03,236.82,90.78,2034800000,2012
31/12/2011,RIT CAPITAL PARTNERS,RCP.L,1932100000,1920000000,0.54,22700000,0.47,0.51,158.68,86.88,2209900000,2011
31/12/2010,RIT CAPITAL PARTNERS,RCP.L,1995600000,1984000000,0.08,16400000,0.07,0.38,171.03,86.63,2290300000,2010
31/12/2009,RIT CAPITAL PARTNERS,RCP.L,1741000000,1350500000,-23.5,-421100000,-17.96,5.51,3.46,76.42,1767300000,2009
31/12/2008,RIT CAPITAL PARTNERS,RCP.L,1994400000,1690000000,5.17,-48000000,4.08,1.52,5.55,78.92,2141400000,2008
31/12/2007,RIT CAPITAL PARTNERS,RCP.L,1824300000,1635600000,6.49,-62900000,5.28,0.79,8.67,81.34,2010900000,2007
31/12/2006,RIT CAPITAL PARTNERS,RCP.L,1739955000,1534696000,28.02,-54458000,23.26,0.84,7.48,83.02,1848562000,2006
31/12/2005,RIT CAPITAL PARTNERS,RCP.L,1203386000,1109344000,12.72,-29445000,11.37,3.06,11.8,89.46,1240112000,2005
31/12/2004,RIT CAPITAL PARTNERS,RCP.L,1069074000,977513000,31.37,-13227000,27.78,3.59,10.68,88.56,1103801000,2004
31/12/2023,MAN GROUP PLC,EMG.L,149393050,185938107,4.71,28821220,2.25,1.62,80.36,47.83,388787340,2023
31/12/2022,MAN GROUP PLC,EMG.L,123602985,144067671,2.94,26470892,1.43,1.5,17.42,48.43,297454935,2022
31/12/2021,MAN GROUP PLC,EMG.L,85539777,108210495,0.88,26106272,0.45,1.68,23,51.58,209799456,2021
31/12/2020,MAN GROUP PLC,EMG.L,-196104000,-184679000, ,30252000,-2.44,0.38, ,-90.53,204008000,2020
31/12/2019,MAN GROUP PLC,EMG.L,-183040000,-187262000, ,-14273000,-23.32,0.25,-8.62, ,139038000,2019
31/12/2018,MAN GROUP PLC,EMG.L,-154452000,-154618000, ,148000,-8.91,0.3, , ,108845000,2018
31/12/2017,MAN GROUP PLC,EMG.L,-155418000,-164568000, ,-33560000,-41.24,0.28, , ,97914000,2017
31/12/2016,MAN GROUP PLC,EMG.L,-93834000,-90924000, ,-9254000,-14.25,0.4,39.01,-89.1,102043000,2016
31/12/2015,MAN GROUP PLC,EMG.L,-28925000,-46575000, ,-38115000,-32.16,0.36,-2.64,-32.96,141306000,2015
31/12/2014,MAN GROUP PLC,EMG.L,-5894000,-23201000, ,23927000,-16.26,0.51,-1.34,-14.92,155451000,2014
31/12/2013,MAN GROUP PLC,EMG.L,44299000,25222000,-116.62,18821000,-16.12,0.55,1.32,13.82,182456000,2013
31/12/2012,MAN GROUP PLC,EMG.L,74927000,61662000,-194.03,21216000,-49.28,0.52,4.65,25.4,242799000,2012
31/12/2011,MAN GROUP PLC,EMG.L,150138000,139649000,14.38,16862000,7.11,0.65,13.31,49.48,282256000,2011
31/12/2010,MAN GROUP PLC,EMG.L,131885000,121027000,-123.05,14860000,-76.26,1.3,11.15,61.97,195291000,2010
31/12/2009,MAN GROUP PLC,EMG.L,266004000,242323000,0.92,-97328000,0.73,2.95,10.23,79.26,305744000,2009
31/12/2008,MAN GROUP PLC,EMG.L,259763000,253771000,4.32,-90698000,3.55,4.38,42.34,82.12,309021000,2008
31/12/2007,MAN GROUP PLC,EMG.L,270261000,252048000,7.04,-69128000,5.54,4.41,13.84,78.7,320244000,2007
31/12/2006,MAN GROUP PLC,EMG.L,266889000,226562000,1.48,-74531000,1.05,4.33,5.62,71.27,317884000,2006
31/12/2005,MAN GROUP PLC,EMG.L,193956000,191298000,-1.95,-45776000,-1.59,4.19,72,81.41,234979000,2005
31/12/2004,MAN GROUP PLC,EMG.L,202984000,199814000,-6.52,-35562000,-5.29,3.62,63.05,81.14,246268000,2004
31/12/2023,DIRECT LINE INSURANCE GROUP PLC,DLG.L,1614200,2404700,11.54,430000,3.3,0.57,19.36,28.57,8417200,2023
31/12/2022,DIRECT LINE INSURANCE GROUP PLC,DLG.L,1590400,2280500,-1.98,106300,-0.54,0.37,17.26,27.3,8354600,2022
31/12/2021,DIRECT LINE INSURANCE GROUP PLC,DLG.L,2242200,2896700,15.4,577400,4.79,0.33,17.24,31.12,9308600,2021
31/12/2020,DIRECT LINE INSURANCE GROUP PLC,DLG.L,4549000,3046200,14.82,547600,4.69,0.85,1.33,31.66,9622300,2020
31/12/2019,DIRECT LINE INSURANCE GROUP PLC,DLG.L,7946500,2990100,17.05,683000,5.4,10.15,0.53,31.69,9434200,2019
31/12/2018,DIRECT LINE INSURANCE GROUP PLC,DLG.L,4125400,4425100,13.17,679500,6.21,1.74,16.57,47.15,9386100,2018
31/12/2017,DIRECT LINE INSURANCE GROUP PLC,DLG.L,8712300,3061600,17.61,781700,5.42,9.96,0.5,30.78,9948200,2017
31/12/2016,DIRECT LINE INSURANCE GROUP PLC,DLG.L,3606500,2521500,14,517000,3.49,1.48,1.58,24.91,10121700,2016
31/12/2015,DIRECT LINE INSURANCE GROUP PLC,DLG.L,8735100,2630000,19.3,648000,5.1,12.76,0.4,26.41,9956600,2015
31/12/2014,DIRECT LINE INSURANCE GROUP PLC,DLG.L,2313600,2810500,16.25,672900,4.07,0.34,136.43,25.04,11225600,2014
31/12/2013,DIRECT LINE INSURANCE GROUP PLC,DLG.L,4616500,2790000,15.19,513300,3.6,1.44,1.2,23.67,11787800,2013
31/12/2012,DIRECT LINE INSURANCE GROUP PLC,DLG.L,4301400,2831600,8.8,320900,1.96,0.49,1.5,22.3,12695400,2012
31/12/2011,DIRECT LINE INSURANCE GROUP PLC,DLG.L,3481100,3021100,17.03,-9600,14.78,39.71,6.57,86.74,3482800,2011
31/12/2010,DIRECT LINE INSURANCE GROUP PLC,DLG.L,2505200,2505200,8.53,-6700,7.88,1.93,,92.41,2711100,2010
31/12/2009,DIRECT LINE INSURANCE GROUP PLC,DLG.L,2290900,2290900,3.67,-51800,3.36,1.33,,91.56,2502200,2009
31/12/2008,DIRECT LINE INSURANCE GROUP PLC,DLG.L,2206000,2206000,3.03,-54600,2.77,1.36,,91.46,2411900,2008
31/12/2007,DIRECT LINE INSURANCE GROUP PLC,DLG.L,2339100,2134100,25.69,-45800,23.16,7.11,10.41,90.17,2366700,2007
31/12/2006,DIRECT LINE INSURANCE GROUP PLC,DLG.L,2130400,1925400,17.41,-76300,13.71,0.76,9.39,78.73,2445700,2006
31/12/2005,DIRECT LINE INSURANCE GROUP PLC,DLG.L,2035700,1730500,8.77,-13500,6.97,0.51,5.67,79.52,2176100,2005
31/12/2004,DIRECT LINE INSURANCE GROUP PLC,DLG.L,1931900,1569100,-1.16,,-0.82,0.11,4.32,70.85,2214700,2004
31/12/2023,METRO BANK PLC,MTRO.L,1096000,1153000,4.28,160500,0.22,0.79,8.48,5.18,22267000,2023
31/12/2022,METRO BANK PLC,MTRO.L,759000,956000,-7.4,47200,-0.32,0.72,50.32,4.32,22119000,2022
31/12/2021,METRO BANK PLC,MTRO.L,21302000,1035000,-23.68,-152100,-1.09,3.56,0.05,4.58,22587000,2021
31/12/2020,METRO BANK PLC,MTRO.L,1035000,1289000,-24.16,-184700,-1.38,0.85,,5.71,22579000,2020
31/12/2019,METRO BANK PLC,MTRO.L,1478000,1583000,-8.26,-54800,-0.61,1.03,25.13,7.4,21400000,2019
31/12/2018,METRO BANK PLC,MTRO.L,1206000,1403000,2.89,90600,0.19,1.03,,6.48,21647000,2018
31/12/2017,METRO BANK PLC,MTRO.L,957261,1095889,1.7,52744,0.11,1.04,114.12,6.7,16355355,2017
31/12/2016,METRO BANK PLC,MTRO.L,721394,804535,-2.14,10202,-0.17,1.04,85.83,8,10057288,2016
31/12/2015,METRO BANK PLC,MTRO.L,352932,407175,-13.95,-38602,-0.92,1.03,,6.62,6148022,2015
31/12/2014,METRO BANK PLC,MTRO.L,434426,469095,-10.36,-13631,-1.33,1.08,,12.8,3664305,2014
31/12/2013,METRO BANK PLC,MTRO.L,450748,405013,-12.88,-41812,-2.76,0.38,5.82,21.41,1891568,2013
31/12/2012,METRO BANK PLC,MTRO.L,167257,178202,-25.66,-39500,-5.93,0.42,,23.11,771151,2012
31/12/2011,METRO BANK PLC,MTRO.L,69170,77952,-42.46,-29413,-13.78,1.23,,32.45,240255,2011
31/12/2010,METRO BANK PLC,MTRO.L,89811,96790,-19.33,-21858,-15.71,2.44,,81.26,119117,2010
31/12/2009,METRO BANK PLC,MTRO.L,-933,95, ,-2758,22.88,0.24,,1.75,5470,2009
31/12/2008,METRO BANK PLC,MTRO.L,-1297,-997, ,-997,-209.9,0.09,, ,439,2008
31/12/2023,CLOSE BROTHER GROUP PLC,CBG.L,5478600,1644900,6.81,220200,0.83,1.09,0.4,12.14,13550300,2023
31/12/2022,CLOSE BROTHER GROUP PLC,CBG.L,4848700,1657500,14.05,333100,1.84,1.21,0.48,13.07,12678300,2022
31/12/2021,CLOSE BROTHER GROUP PLC,CBG.L,4885600,1569300,16.9,388600,2.2,1.26,0.44,13.04,12034500,2021
31/12/2020,CLOSE BROTHER GROUP PLC,CBG.L,1747800,1449600,9.72,189300,1.27,1.15,2.69,13.09,11071500,2020
31/12/2019,CLOSE BROTHER GROUP PLC,CBG.L,1408600,1406400,18.82,330900,2.51,1.12,6.35,13.32,10561300,2019
31/12/2018,CLOSE BROTHER GROUP PLC,CBG.L,1365300,1348700,20.11,335100,2.65,1.13,6.19,13.16,10251000,2018
31/12/2017,CLOSE BROTHER GROUP PLC,CBG.L,1513000,1236000,20.92,316100,2.79,1.16,2.64,13.31,9285200,2017
31/12/2016,CLOSE BROTHER GROUP PLC,CBG.L,995600,1097100,20.83,277600,2.61,1.1,23.64,12.54,8748400,2016
31/12/2015,CLOSE BROTHER GROUP PLC,CBG.L,912100,1009900,22.88,231200,2.9,1.1,21.77,12.69,7957300,2015
31/12/2014,CLOSE BROTHER GROUP PLC,CBG.L,3328200,917600,21.33,230400,2.54,1.75,0.36,11.92,7700400,2014
31/12/2013,CLOSE BROTHER GROUP PLC,CBG.L,698900,840500,19.41,194600,2.39,1.09,,12.3,6835000,2013
31/12/2012,CLOSE BROTHER GROUP PLC,CBG.L,1329900,769800,17.52,149400,2.12,1.25,1.1,12.11,6355800,2012
31/12/2011,CLOSE BROTHER GROUP PLC,CBG.L,1980300,728300,10.78,152500,1.29,1.47,0.53,11.92,6108600,2011
31/12/2010,CLOSE BROTHER GROUP PLC,CBG.L,1315600,754400,13.16,121600,1.59,1.24,1.13,12.05,6259600,2010
31/12/2009,CLOSE BROTHER GROUP PLC,CBG.L,2640600,697700,12.66,-417400,1.47,1.76,0.34,11.59,6019300,2009
31/12/2008,CLOSE BROTHER GROUP PLC,CBG.L,1350800,720400,17.7,-407900,2.22,1.28,0.94,12.52,5752700,2008
31/12/2007,CLOSE BROTHER GROUP PLC,CBG.L,707194,752654,25.27,-455614,3.54,1.14,10.04,14,5374939,2007
31/12/2006,CLOSE BROTHER GROUP PLC,CBG.L,1200715,662357,23.75,-413790,3.27,0.04,1.02,13.76,4812893,2006
31/12/2005,CLOSE BROTHER GROUP PLC,CBG.L,532429,546292,19.88,-339946,2.39,1.13,7.28,12.04,4539152,2005
31/12/2004,CLOSE BROTHER GROUP PLC,CBG.L,512247,513938,19.72,-310676,2.61,1.15,5.3,13.24,3880444,2004
31/12/2023,RWS HOLDINGS PLC,RWS.L,165200000,987300000,-1.1,129100000,-0.83,1.59,6.77,75.03,1315800000,2023
31/12/2022,RWS HOLDINGS PLC,RWS.L,194700000,1141700000,7.29,154300000,5.64,1.6,8.72,77.34,1476300000,2022
31/12/2021,RWS HOLDINGS PLC,RWS.L,173900000,1010900000,5.44,124100000,4.08,1.51,6.95,75.04,1347200000,2021
31/12/2020,RWS HOLDINGS PLC,RWS.L,114347000,408848000,14.35,86375000,9.93,2.08,3.49,69.23,590602000,2020
31/12/2019,RWS HOLDINGS PLC,RWS.L,68872000,397496000,14.52,83269000,10,1.47,4.42,68.85,577306000,2019
31/12/2018,RWS HOLDINGS PLC,RWS.L,59146000,355279000,11.16,63534000,7.32,1.46,3.24,65.6,541620000,2018
31/12/2017,RWS HOLDINGS PLC,RWS.L,42175000,158885000,21.31,41861000,14.63,1.57,4.79,68.62,231544000,2017
31/12/2016,RWS HOLDINGS PLC,RWS.L,42996000,108700000,23.08,32183000,15.16,1.72,4.49,65.67,165527000,2016
31/12/2015,RWS HOLDINGS PLC,RWS.L,49566000,85690000,24.1,23319000,19.64,2.82,39.73,81.5,105138000,2015
31/12/2014,RWS HOLDINGS PLC,RWS.L,42126000,78434000,25.03,21817000,20.49,2.64,32.25,81.85,95821000,2014
31/12/2013,RWS HOLDINGS PLC,RWS.L,34365000,71713000,28.6,20330000,23.06,2.47,24.96,80.63,88940000,2013
31/12/2012,RWS HOLDINGS PLC,RWS.L,46699000,63229000,26.25,17425000,21.8,3.59,35.19,83.03,76153000,2012
31/12/2011,RWS HOLDINGS PLC,RWS.L,43052000,58058000,26.94,16653000,22.42,3.91,35.4,83.23,69759000,2011
31/12/2010,RWS HOLDINGS PLC,RWS.L,37094000,52645000,25.94,14247000,21.52,3.52,30.95,82.97,63452000,2010
31/12/2009,RWS HOLDINGS PLC,RWS.L,31817000,48069000,29.1,14284000,23.86,4.16,25.11,82,58618000,2009
31/12/2008,RWS HOLDINGS PLC,RWS.L,22827000,36399000,37.58,13436000,27.69,2.72,41.18,73.68,49401000,2008
31/12/2007,RWS HOLDINGS PLC,RWS.L,20258000,27123000,38.4,10609000,25.76,2.47,,67.08,40433000,2007
31/12/2006,RWS HOLDINGS PLC,RWS.L,14821000,21239000,39.59,8863000,26.09,2.16,,65.89,32232000,2006
31/12/2005,RWS HOLDINGS PLC,RWS.L,8450000,15499000,44.04,7371000,24.72,1.56,,56.14,27608000,2005
31/12/2004,RWS HOLDINGS PLC,RWS.L,63000,63000, ,-5091000, ,0.93,,4.02,1566000,2004
31/12/2023,VANQUIS BANKING GROUP PLC,VANQ,1865200000,583100000,-0.75,142800000,-0.14,1.98,0.4,18.17,3208700000,2023
31/12/2022,VANQUIS BANKING GROUP PLC,VANQ,1520700000,607200000,18.13,197000000,4.15,1.91,0.58,22.86,2655800000,2022
31/12/2021,VANQUIS BANKING GROUP PLC,VANQ,2088600000,631200000,22.53,225100000,5.22,3.87,0.4,23.16,2725300000,2021
31/12/2020,VANQUIS BANKING GROUP PLC,VANQ,1916800000,647700000,-17.52,-13100000,-3.69,2.26,0.47,21.04,3078100000,2020
31/12/2019,VANQUIS BANKING GROUP PLC,VANQ,2193300000,740500000,17.39,241800000,4.41,3.59,0.47,25.35,2920800000,2019
31/12/2018,VANQUIS BANKING GROUP PLC,VANQ,2236300000,696100000,13.03,119000000,3.1,4.11,0.42,23.83,2921200000,2018
31/12/2017,VANQUIS BANKING GROUP PLC,VANQ,2192400000,535100000,-22.99,-17500000,-4.15,3.78,0.3,18.04,2965900000,2017
31/12/2016,VANQUIS BANKING GROUP PLC,VANQ,2113900000,790100000,43.53,454200000,12.49,4.62,0.54,28.69,2754200000,2016
31/12/2015,VANQUIS BANKING GROUP PLC,VANQ,1847300000,707700000,38.66,378300000,11.37,4.98,0.55,29.42,2405900000,2015
31/12/2014,VANQUIS BANKING GROUP PLC,VANQ,1777200000,613000000,36.64,315900000,10.2,6.9,0.46,27.83,2202700000,2014
31/12/2013,VANQUIS BANKING GROUP PLC,VANQ,1549600000,416800000,43.76,267700000,10.24,7.46,0.37,23.4,1781000000,2013
31/12/2012,VANQUIS BANKING GROUP PLC,VANQ,1383900000,375400000,52.4,287100000,11.82,5.62,0.37,22.57,1663500000,2012
31/12/2011,VANQUIS BANKING GROUP PLC,VANQ,1306300000,326200000,49.69,246500000,11.07,9.16,0.33,22.27,1464900000,2011
31/12/2010,VANQUIS BANKING GROUP PLC,VANQ,1069000000,309400000,45.9,227700000,10.6,4.68,0.4,23.09,1340000000,2010
31/12/2009,VANQUIS BANKING GROUP PLC,VANQ,1055200000,268400000,46.83,195900000,10.01,6.15,0.33,21.37,1255900000,2009
31/12/2008,VANQUIS BANKING GROUP PLC,VANQ,1049100000,277900000,46.35,183700000,10.96,9.54,0.35,23.64,1175600000,2008
31/12/2007,VANQUIS BANKING GROUP PLC,VANQ,916700000,295900000,38.93,171500000,10.6,5.89,0.46,27.23,1086700000,2007
31/12/2006,VANQUIS BANKING GROUP PLC,VANQ,1254500000,354000000,50.9,261700000,9.48,2.67,0.38,18.63,1900600000,2006
31/12/2005,VANQUIS BANKING GROUP PLC,VANQ,1348600000,317400000,12.73,171200000,2.04,3.06,0.3,16.04,1979300000,2005
31/12/2004,VANQUIS BANKING GROUP PLC,VANQ,1310000000,525500000,41.12,231800000,10.34,2.77,0.61,25.14,2090300000,2004
31/12/2023,GUARANTY TRUST BANK LIMITED,GTCO.L,28834844,39390993,35.44,15485497,2.97,0.71,,8.37,470783450,2023
31/12/2022,GUARANTY TRUST BANK LIMITED,GTCO.L,28344378,28344378,18.07,5441713,0.82,1.04,,4.52,626844615,2022
31/12/2021,GUARANTY TRUST BANK LIMITED,GTCO.L,25089641,25089641,-38.79,-9321772,-1.98,1.05,,5.11,490836145,2021
31/12/2020,GUARANTY TRUST BANK LIMITED,GTCO.L,33435648,33435648,-8.4,-2475020,-0.61,1.08,,7.25,460979918,2020
31/12/2019,GUARANTY TRUST BANK LIMITED,GTCO.L,36662913,36491028,7.19,2910520,0.61,1.08,212.3,8.55,426880335,2019
31/12/2018,GUARANTY TRUST BANK LIMITED,GTCO.L,35490747,35365050,9.55,3804966,0.72,1.08,281.35,7.53,469462743,2018
31/12/2017,GUARANTY TRUST BANK LIMITED,GTCO.L,32589631,32463593,6.94,2505495,0.48,1.07,257.57,6.94,467793864,2017
31/12/2016,GUARANTY TRUST BANK LIMITED,GTCO.L,31524691,31524691,3.19,1300557,0.26,0.95,,8.19,385028433,2016
31/12/2015,GUARANTY TRUST BANK LIMITED,GTCO.L,30671002,30687206,0.2,434636,0.02,0.98,,11.21,273654527,2015
31/12/2014,GUARANTY TRUST BANK LIMITED,GTCO.L,30637436,24595777,0.98,587903,0.09,1.12,4.03,9.52,258442594,2014
31/12/2013,GUARANTY TRUST BANK LIMITED,GTCO.L,24332425,24457802,0.9,642211,0.09,1.06,,10.15,241058433,2013
31/12/2012,GUARANTY TRUST BANK LIMITED,GTCO.L,29901884,23971903,1.69,783926,0.16,1.12,3.93,9.59,250058704,2012
31/12/2011,GUARANTY TRUST BANK LIMITED,GTCO.L,11509906,11722923,3.53,927486,0.22,1.02,,6.24,187971342,2011
31/12/2010,GUARANTY TRUST BANK LIMITED,GTCO.L,19318319,11318319,-11.18,-765191,-0.81,1.12,1.41,7.27,155776863,2010
31/12/2009,GUARANTY TRUST BANK LIMITED,GTCO.L,12583603,12583603,-28.37,-3260973,-3.49,1.1,,12.29,102399814,2009
31/12/2008,GUARANTY TRUST BANK LIMITED,GTCO.L,16153188,16153188,-20.17,-3470634,-6.02,1.39,,29.83,54152480,2008
31/12/2023,SECURE TRUST BANK,STB.L,342800000,344500000,10.48,223700000,0.96,1.1,57.42,9.12,3778000000,2023
31/12/2022,SECURE TRUST BANK,STB.L,322800000,326900000,11.93,213200000,1.15,1.1,130.76,9.67,3380300000,2022
31/12/2021,SECURE TRUST BANK,STB.L,296800000,302400000,18.52,64000000,1.93,1.11,232.62,10.45,2894700000,2021
31/12/2020,SECURE TRUST BANK,STB.L,261800000,267600000,7.14,77600000,0.72,1.1,140.84,10.06,2661200000,2020
31/12/2019,SECURE TRUST BANK,STB.L,245800000,254100000,15.23,42700000,1.44,1.09,363,9.47,2682800000,2019
31/12/2018,SECURE TRUST BANK,STB.L,278900000,237100000,14.64,70200000,1.42,1.12,4.59,9.7,2444300000,2018
31/12/2017,SECURE TRUST BANK,STB.L,240100000,249100000,11.76,30300000,1.55,1.14,177.93,13.17,1891600000,2017
31/12/2016,SECURE TRUST BANK,STB.L,228500000,236000000,11.65,30400000,1.82,1.17,157.33,15.63,1510000000,2016
31/12/2015,SECURE TRUST BANK,STB.L,134200000,141200000,17.56,27700000,1.99,1.01,,11.32,1247400000,2015
31/12/2014,SECURE TRUST BANK,STB.L,116700000,124900000,20.9,29100000,3.34,1.16,,15.97,782300000,2014
31/12/2013,SECURE TRUST BANK,STB.L,52100000,61600000,27.76,20100000,3.25,1.1,154,11.71,525900000,2013
31/12/2012,SECURE TRUST BANK,STB.L,51835000,55921000,30.7,18637000,3.62,1.1,48.84,11.78,474599000,2012
31/12/2011,SECURE TRUST BANK,STB.L,23226000,23815000,30.57,13023000,2.36,1.06,245.52,7.74,307840000,2011
31/12/2010,SECURE TRUST BANK,STB.L,13417000,14200000,50.68,8079000,4.08,1.08,,8.05,176491000,2010
31/12/2009,SECURE TRUST BANK,STB.L,10948000,11724000,62.77,-13719000,6.38,1.09, ,10.16,115429000,2009
31/12/2008,SECURE TRUST BANK,STB.L,8758000,9046000,51.49,-12848000,8.7,1.14, ,16.9,53536000,2008
31/12/2007,SECURE TRUST BANK,STB.L,6000000,6402000,59.95,-14809000,7.73,0.22,,12.89,49654000,2007
31/12/2006,SECURE TRUST BANK,STB.L,6413000,6794000,48.04,-16624000,6.66,0.04, ,13.87,48989000,2006
31/12/2005,SECURE TRUST BANK,STB.L,6117000,6623000,112.61,-12822000,13.85,1.08,,12.3,53836000,2005
31/12/2004,SECURE TRUST BANK,STB.L,5874000,5848000,105.63,-13665000,10.62,1.06,224.92,10.06,58144000,2004
31/12/2023,HGCAPITAL TRUST PLC,HGT.L,2290729000,2290729000,1.23,36422000,1.23, ,,99.83,2294613000,2023
31/12/2022,HGCAPITAL TRUST PLC,HGT.L,2227404000,2089965000,1.16,34603000,1.09, ,,93.65,2231749000,2022
31/12/2021,HGCAPITAL TRUST PLC,HGT.L,2158205000,2005724000,1.83,41730000,1.7, ,,92.81,2161092000,2021
31/12/2020,HGCAPITAL TRUST PLC,HGT.L,1291016000,1291016000,1.3,19836000,1.3, ,,99.91,1292186000,2020
31/12/2019,HGCAPITAL TRUST PLC,HGT.L,1039298000,1039298000,1.11,12261000,1.11, ,,99.88,1040529000,2019
31/12/2018,HGCAPITAL TRUST PLC,HGT.L,804987000,804987000,1.73,14660000,1.73, ,,99.89,805873000,2018
31/12/2017,HGCAPITAL TRUST PLC,HGT.L,721024000,721024000,2.79,20911000,2.78, ,,99.76,722789000,2017
31/12/2016,HGCAPITAL TRUST PLC,HGT.L,615756000,615756000,3.37,21554000,3.35,39.48,,99.54,618583000,2016
31/12/2015,HGCAPITAL TRUST PLC,HGT.L,530023000,530023000,3.44,19278000,3.42,28.79,,99.32,533678000,2015
31/12/2014,HGCAPITAL TRUST PLC,HGT.L,476918000,476918000,4.61,22434000,4.59,61.27,,99.6,478841000,2014
31/12/2013,HGCAPITAL TRUST PLC,HGT.L,440584000,440584000,2.92,13359000,2.91,62.39,,99.47,442940000,2013
31/12/2012,HGCAPITAL TRUST PLC,HGT.L,437956000,437956000,2.51,10998000,2.48,33.59,,98.95,442618000,2012
31/12/2011,HGCAPITAL TRUST PLC,HGT.L,346832000,346832000,-0.19,-645000,-0.18,27.76,,99.13,349874000,2011
31/12/2010,HGCAPITAL TRUST PLC,HGT.L,347993000,347993000,2.9,10103000,2.88,45.64,,99.26,350587000,2010
31/12/2009,HGCAPITAL TRUST PLC,HGT.L,236044000,236044000,3.03,-2742000,2.98,29.67,,98.42,239840000,2009
31/12/2008,HGCAPITAL TRUST PLC,HGT.L,234094000,234094000,1.74,-2864000,1.69,21.64,,97.2,240845000,2008
31/12/2007,HGCAPITAL TRUST PLC,HGT.L,238817000,238817000,24.13,-4028000,23.23,10.08,,96.25,248113000,2007
31/12/2006,HGCAPITAL TRUST PLC,HGT.L,187135000,187135000,18.38,-3557000,17.63,5.85,,95.92,195099000,2006
31/12/2005,HGCAPITAL TRUST PLC,HGT.L,156487000,156487000,23.55,-2846000,23,8.54,,97.66,160231000,2005
31/12/2004,HGCAPITAL TRUST PLC,HGT.L,120025000,120025000,21.24,-2900000,20.7,6.37,,97.47,123144000,2004
31/12/2023,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,2031514000,1915892000,5.1,99267000,4.77,0.78,16.57,93.67,2045470000,2023
31/12/2022,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1912233000,1796657000,5.24,95698000,4.87,0.5,15.55,92.85,1935068000,2022
31/12/2021,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1842855000,1727325000,4.28,75670000,3.98,0.71,14.95,93.01,1857178000,2021
31/12/2020,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1518006000,1432259000,4.44,65802000,4.03,0.1,16.7,90.8,1577333000,2020
31/12/2019,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1711479000,1595723000,4.59,75481000,4.21,0.59,13.79,91.88,1736829000,2019
